ID,crop,distr,prov,year,years,area,prod,yield
375,cotton,Rajanpur,PUNJAB,2001,2001-02,154.99,760.99,835
376,cotton,Rawalpindi,PUNJAB,2001,2001-02,0.00,0.00,0
377,cotton,Sahiwal,PUNJAB,2001,2001-02,91.46,170.76,317
378,cotton,Sargodha,PUNJAB,2001,2001-02,9.31,9.93,181
379,cotton,Sheikhupura,PUNJAB,2001,2001-02,0.81,0.77,162
380,cotton,Sialkot,PUNJAB,2001,2001-02,0.00,0.00,0
381,cotton,Toba Tek Singh,PUNJAB,2001,2001-02,47.75,93.89,334
382,cotton,Vehari,PUNJAB,2001,2001-02,244.43,867.12,603
383,cotton,Badin,SINDH,2001,2001-02,3.20,8.00,425
384,cotton,Dadu,SINDH,2001,2001-02,3.08,13.87,766
385,cotton,Ghotki,SINDH,2001,2001-02,106.60,518.40,827
386,cotton,Hyderabad,SINDH,2001,2001-02,5.15,22.14,730
387,cotton,Jacobabad,SINDH,2001,2001-02,0.00,0.00,0
388,cotton,Jamshoro,SINDH,2001,2001-02,4.22,19.03,766
389,cotton,Karachi,SINDH,2001,2001-02,0.00,0.00,0
390,cotton,Kashmore,SINDH,2001,2001-02,3.70,13.20,606
391,cotton,Khairpur,SINDH,2001,2001-02,78.40,363.00,787
392,cotton,Larkana,SINDH,2001,2001-02,1.30,4.20,549
393,cotton,Matiari,SINDH,2001,2001-02,24.93,107.13,730
394,cotton,Mirpur Khas,SINDH,2001,2001-02,49.70,171.30,586
395,cotton,Naushahro Feroze,SINDH,2001,2001-02,38.70,170.30,748
396,cotton,Qambar Shahdadkot,SINDH,2001,2001-02,0.00,0.00,0
397,cotton,Sanghar,SINDH,2001,2001-02,107.40,482.60,764
398,cotton,Shaheed Benazirabad,SINDH,2001,2001-02,72.70,332.30,777
399,cotton,Shikarpur,SINDH,2001,2001-02,1.00,3.20,544
400,cotton,Sukkur,SINDH,2001,2001-02,28.30,133.70,803
401,cotton,Tando Allahyar,SINDH,2001,2001-02,14.82,63.67,730
402,cotton,Tando Muhammad Khan,SINDH,2001,2001-02,3.30,14.16,730
403,cotton,Tharparkar,SINDH,2001,2001-02,0.00,0.00,0
404,cotton,Thatta,SINDH,2001,2001-02,0.90,2.90,548
405,cotton,Umerkot,SINDH,2001,2001-02,0.00,0.00,0
406,cotton,Bagh,AJK,2002,2002-03,0.00,0.00,0
407,cotton,Bhimber,AJK,2002,2002-03,0.00,0.00,0
408,cotton,Hattian,AJK,2002,2002-03,0.00,0.00,0
409,cotton,Haveli,AJK,2002,2002-03,0.00,0.00,0
410,cotton,Kotli,AJK,2002,2002-03,0.00,0.00,0
411,cotton,Mirpur,AJK,2002,2002-03,0.00,0.00,0
412,cotton,Muzaffarabad,AJK,2002,2002-03,0.00,0.00,0
413,cotton,Neelam,AJK,2002,2002-03,0.00,0.00,0
414,cotton,Poonch,AJK,2002,2002-03,0.00,0.00,0
415,cotton,Sudhnoti,AJK,2002,2002-03,0.00,0.00,0
416,cotton,Awaran,BALOCHISTAN,2002,2002-03,0.50,1.60,544
417,cotton,Barkhan,BALOCHISTAN,2002,2002-03,0.00,0.00,0
418,cotton,Bolan,BALOCHISTAN,2002,2002-03,2.90,8.50,498
419,cotton,Chagai,BALOCHISTAN,2002,2002-03,0.20,0.50,425
420,cotton,Dera Bugti,BALOCHISTAN,2002,2002-03,0.60,1.80,510
421,cotton,Gwadar,BALOCHISTAN,2002,2002-03,0.00,0.00,0
422,cotton,Jafarabad,BALOCHISTAN,2002,2002-03,0.00,0.00,0
423,cotton,Jhal Magsi,BALOCHISTAN,2002,2002-03,0.00,0.00,0
424,cotton,Kalat,BALOCHISTAN,2002,2002-03,0.00,0.00,0
425,cotton,Kech,BALOCHISTAN,2002,2002-03,0.10,0.10,170
426,cotton,Kharan,BALOCHISTAN,2002,2002-03,0.50,1.50,510
427,cotton,Khuzdar,BALOCHISTAN,2002,2002-03,7.10,20.50,491
428,cotton,Kohlu,BALOCHISTAN,2002,2002-03,0.70,1.90,461
429,cotton,Lasbela,BALOCHISTAN,2002,2002-03,4.60,13.50,499
430,cotton,Loralai,BALOCHISTAN,2002,2002-03,1.30,3.90,510
431,cotton,Mastung,BALOCHISTAN,2002,2002-03,0.00,0.00,0
432,cotton,Musakhel,BALOCHISTAN,2002,2002-03,0.00,0.00,0
433,cotton,Nasirabad,BALOCHISTAN,2002,2002-03,20.20,70.20,591
434,cotton,Nushki,BALOCHISTAN,2002,2002-03,0.00,0.00,0
435,cotton,Panjgur,BALOCHISTAN,2002,2002-03,0.00,0.00,0
436,cotton,Pishin,BALOCHISTAN,2002,2002-03,0.00,0.00,0
437,cotton,Qilla Abdullah,BALOCHISTAN,2002,2002-03,0.00,0.00,0
438,cotton,Qilla Saifullah,BALOCHISTAN,2002,2002-03,0.00,0.00,0
439,cotton,Quetta,BALOCHISTAN,2002,2002-03,0.00,0.00,0
440,cotton,Sibi,BALOCHISTAN,2002,2002-03,2.10,6.20,502
441,cotton,Zhob,BALOCHISTAN,2002,2002-03,0.00,0.00,0
442,cotton,Ziarat,BALOCHISTAN,2002,2002-03,0.00,0.00,0
443,cotton,Disputed Area,DISPUTED AREA,2002,2002-03,0.00,0.00,0
444,cotton,Bajaur Agency,FATA,2002,2002-03,0.00,0.00,0
445,cotton,Khyber Agency,FATA,2002,2002-03,0.00,0.00,0
446,cotton,Kurrum Agency,FATA,2002,2002-03,0.00,0.00,0
447,cotton,Mohmand Agency,FATA,2002,2002-03,0.00,0.00,0
448,cotton,North Waziristan Agency,FATA,2002,2002-03,0.00,0.00,0
449,cotton,Orakzai Agency,FATA,2002,2002-03,0.00,0.00,0
450,cotton,South Waziristan Agency,FATA,2002,2002-03,0.00,0.00,0
451,cotton,Islamabad,FEDERAL,2002,2002-03,0.00,0.00,0
452,cotton,Astore,GILGIT BALTISTAN,2002,2002-03,0.00,0.00,0
453,cotton,Baltistan,GILGIT BALTISTAN,2002,2002-03,0.00,0.00,0
454,cotton,Diamir,GILGIT BALTISTAN,2002,2002-03,0.00,0.00,0
455,cotton,Ghanche,GILGIT BALTISTAN,2002,2002-03,0.00,0.00,0
456,cotton,Ghizer,GILGIT BALTISTAN,2002,2002-03,0.00,0.00,0
457,cotton,Gilgit,GILGIT BALTISTAN,2002,2002-03,0.00,0.00,0
458,cotton,Abbottabad,KPK,2002,2002-03,0.00,0.00,0
459,cotton,Bannu,KPK,2002,2002-03,0.00,0.00,0
460,cotton,Battagram,KPK,2002,2002-03,0.00,0.00,0
461,cotton,Buner,KPK,2002,2002-03,0.00,0.00,0
462,cotton,Charsadda,KPK,2002,2002-03,0.00,0.00,0
463,cotton,Chitral,KPK,2002,2002-03,0.00,0.00,0
464,cotton,Dera Ismail Khan,KPK,2002,2002-03,1.90,4.60,412
465,cotton,Hangu,KPK,2002,2002-03,0.00,0.00,0
466,cotton,Haripur,KPK,2002,2002-03,0.00,0.00,0
467,cotton,Karak,KPK,2002,2002-03,0.00,0.00,0
468,cotton,Kohat,KPK,2002,2002-03,0.00,0.00,0
469,cotton,Kohistan,KPK,2002,2002-03,0.00,0.00,0
470,cotton,Lakki Marwat,KPK,2002,2002-03,0.00,0.00,0
471,cotton,Lower Dir,KPK,2002,2002-03,0.00,0.00,0
472,cotton,Malakand,KPK,2002,2002-03,0.00,0.00,0
473,cotton,Mansehra,KPK,2002,2002-03,0.00,0.00,0
474,cotton,Mardan,KPK,2002,2002-03,0.00,0.00,0
475,cotton,Nowshera,KPK,2002,2002-03,0.00,0.00,0
476,cotton,Peshawar,KPK,2002,2002-03,0.00,0.00,0
477,cotton,Shangla,KPK,2002,2002-03,0.00,0.00,0
478,cotton,Swabi,KPK,2002,2002-03,0.00,0.00,0
479,cotton,Swat,KPK,2002,2002-03,0.00,0.00,0
480,cotton,Tank,KPK,2002,2002-03,0.00,0.00,0
481,cotton,Upper Dir,KPK,2002,2002-03,0.00,0.00,0
482,cotton,Attock,PUNJAB,2002,2002-03,0.00,0.00,0
483,cotton,Bahawalnagar,PUNJAB,2002,2002-03,177.65,544.45,521
484,cotton,Bahawalpur,PUNJAB,2002,2002-03,267.90,968.12,614
485,cotton,Bhakkar,PUNJAB,2002,2002-03,2.43,6.11,427
486,cotton,Chakwal,PUNJAB,2002,2002-03,0.00,0.00,0
487,cotton,Chiniot,PUNJAB,2002,2002-03,0.00,0.00,0
488,cotton,Dera Ghazi Khan,PUNJAB,2002,2002-03,93.08,411.27,751
489,cotton,Faisalabad,PUNJAB,2002,2002-03,32.37,66.73,350
490,cotton,Gujranwala,PUNJAB,2002,2002-03,0.00,0.00,0
491,cotton,Gujrat,PUNJAB,2002,2002-03,0.00,0.00,0
492,cotton,Hafizabad,PUNJAB,2002,2002-03,0.00,0.00,0
493,cotton,Jhang,PUNJAB,2002,2002-03,45.32,112.96,424
494,cotton,Jhelum,PUNJAB,2002,2002-03,0.40,0.37,157
495,cotton,Kasur,PUNJAB,2002,2002-03,8.09,8.66,182
496,cotton,Khanewal,PUNJAB,2002,2002-03,175.63,627.17,607
497,cotton,Khushab,PUNJAB,2002,2002-03,0.40,0.29,123
498,cotton,Lahore,PUNJAB,2002,2002-03,0.00,0.00,0
499,cotton,Layyah,PUNJAB,2002,2002-03,29.14,63.11,368
500,cotton,Lodhran,PUNJAB,2002,2002-03,191.82,799.25,708
501,cotton,Mandi Bahauddin,PUNJAB,2002,2002-03,2.43,2.30,161
502,cotton,Mianwali,PUNJAB,2002,2002-03,3.24,7.31,384
503,cotton,Multan,PUNJAB,2002,2002-03,166.73,600.07,612
504,cotton,Muzaffargarh,PUNJAB,2002,2002-03,188.98,599.32,539
505,cotton,Nankana Sahib,PUNJAB,2002,2002-03,0.00,0.00,0
506,cotton,Narowal,PUNJAB,2002,2002-03,0.00,0.00,0
507,cotton,Okara,PUNJAB,2002,2002-03,8.90,17.52,335
508,cotton,Pakpattan,PUNJAB,2002,2002-03,30.35,58.76,329
509,cotton,Rahim Yar Khan,PUNJAB,2002,2002-03,306.75,1075.73,596
510,cotton,Rajanpur,PUNJAB,2002,2002-03,148.11,650.62,747
511,cotton,Rawalpindi,PUNJAB,2002,2002-03,0.00,0.00,0
512,cotton,Sahiwal,PUNJAB,2002,2002-03,76.48,173.59,386
513,cotton,Sargodha,PUNJAB,2002,2002-03,6.88,7.16,177
514,cotton,Sheikhupura,PUNJAB,2002,2002-03,0.40,0.25,106
515,cotton,Sialkot,PUNJAB,2002,2002-03,0.00,0.00,0
516,cotton,Toba Tek Singh,PUNJAB,2002,2002-03,37.23,95.44,436
517,cotton,Vehari,PUNJAB,2002,2002-03,207.60,767.44,628
518,cotton,Badin,SINDH,2002,2002-03,6.20,18.50,507
519,cotton,Dadu,SINDH,2002,2002-03,3.50,15.93,774
520,cotton,Ghotki,SINDH,2002,2002-03,117.30,581.70,843
521,cotton,Hyderabad,SINDH,2002,2002-03,5.03,20.06,679
522,cotton,Jacobabad,SINDH,2002,2002-03,0.00,0.00,0
523,cotton,Jamshoro,SINDH,2002,2002-03,4.80,21.87,774
524,cotton,Karachi,SINDH,2002,2002-03,0.00,0.00,0
525,cotton,Kashmore,SINDH,2002,2002-03,8.00,32.40,689
526,cotton,Khairpur,SINDH,2002,2002-03,72.20,344.20,810
527,cotton,Larkana,SINDH,2002,2002-03,5.30,20.50,658
528,cotton,Matiari,SINDH,2002,2002-03,24.31,97.04,679
529,cotton,Mirpur Khas,SINDH,2002,2002-03,45.50,149.90,560
530,cotton,Naushahro Feroze,SINDH,2002,2002-03,31.00,142.80,783
531,cotton,Qambar Shahdadkot,SINDH,2002,2002-03,0.00,0.00,0
532,cotton,Sanghar,SINDH,2002,2002-03,102.30,443.90,738
533,cotton,Shaheed Benazirabad,SINDH,2002,2002-03,64.90,291.60,764
534,cotton,Shikarpur,SINDH,2002,2002-03,5.00,19.00,646
535,cotton,Sukkur,SINDH,2002,2002-03,28.80,139.50,823
536,cotton,Tando Allahyar,SINDH,2002,2002-03,14.45,57.67,679
537,cotton,Tando Muhammad Khan,SINDH,2002,2002-03,3.21,12.83,679
538,cotton,Tharparkar,SINDH,2002,2002-03,0.30,0.80,453
539,cotton,Thatta,SINDH,2002,2002-03,0.50,1.60,544
540,cotton,Umerkot,SINDH,2002,2002-03,0.00,0.00,0
541,cotton,Bagh,AJK,2003,2003-04,0.00,0.00,0
542,cotton,Bhimber,AJK,2003,2003-04,0.00,0.00,0
543,cotton,Hattian,AJK,2003,2003-04,0.00,0.00,0
544,cotton,Haveli,AJK,2003,2003-04,0.00,0.00,0
545,cotton,Kotli,AJK,2003,2003-04,0.00,0.00,0
546,cotton,Mirpur,AJK,2003,2003-04,0.00,0.00,0
547,cotton,Muzaffarabad,AJK,2003,2003-04,0.00,0.00,0
548,cotton,Neelam,AJK,2003,2003-04,0.00,0.00,0
549,cotton,Poonch,AJK,2003,2003-04,0.00,0.00,0
550,cotton,Sudhnoti,AJK,2003,2003-04,0.00,0.00,0
551,cotton,Awaran,BALOCHISTAN,2003,2003-04,0.50,1.50,510
552,cotton,Barkhan,BALOCHISTAN,2003,2003-04,4.90,12.40,430
553,cotton,Bolan,BALOCHISTAN,2003,2003-04,1.90,4.60,412
554,cotton,Chagai,BALOCHISTAN,2003,2003-04,0.30,0.70,397
555,cotton,Dera Bugti,BALOCHISTAN,2003,2003-04,0.70,1.80,437
556,cotton,Gwadar,BALOCHISTAN,2003,2003-04,0.00,0.00,0
557,cotton,Jafarabad,BALOCHISTAN,2003,2003-04,8.80,22.00,425
558,cotton,Jhal Magsi,BALOCHISTAN,2003,2003-04,0.90,2.30,434
559,cotton,Kalat,BALOCHISTAN,2003,2003-04,0.00,0.00,0
560,cotton,Kech,BALOCHISTAN,2003,2003-04,0.00,0.00,0
561,cotton,Kharan,BALOCHISTAN,2003,2003-04,0.50,1.20,408
562,cotton,Khuzdar,BALOCHISTAN,2003,2003-04,2.40,4.40,312
563,cotton,Kohlu,BALOCHISTAN,2003,2003-04,6.10,15.20,424
564,cotton,Lasbela,BALOCHISTAN,2003,2003-04,3.70,10.10,464
565,cotton,Loralai,BALOCHISTAN,2003,2003-04,0.80,2.00,425
566,cotton,Mastung,BALOCHISTAN,2003,2003-04,0.00,0.00,0
567,cotton,Musakhel,BALOCHISTAN,2003,2003-04,0.30,0.80,453
568,cotton,Nasirabad,BALOCHISTAN,2003,2003-04,4.30,10.70,423
569,cotton,Nushki,BALOCHISTAN,2003,2003-04,0.00,0.00,0
570,cotton,Panjgur,BALOCHISTAN,2003,2003-04,0.00,0.00,0
571,cotton,Pishin,BALOCHISTAN,2003,2003-04,0.00,0.00,0
572,cotton,Qilla Abdullah,BALOCHISTAN,2003,2003-04,0.00,0.00,0
573,cotton,Qilla Saifullah,BALOCHISTAN,2003,2003-04,0.10,0.10,170
574,cotton,Quetta,BALOCHISTAN,2003,2003-04,0.00,0.00,0
575,cotton,Sibi,BALOCHISTAN,2003,2003-04,2.90,7.90,463
576,cotton,Zhob,BALOCHISTAN,2003,2003-04,0.00,0.00,0
577,cotton,Ziarat,BALOCHISTAN,2003,2003-04,0.00,0.00,0
578,cotton,Disputed Area,DISPUTED AREA,2003,2003-04,0.00,0.00,0
579,cotton,Bajaur Agency,FATA,2003,2003-04,0.00,0.00,0
580,cotton,Khyber Agency,FATA,2003,2003-04,0.00,0.00,0
581,cotton,Kurrum Agency,FATA,2003,2003-04,0.00,0.00,0
582,cotton,Mohmand Agency,FATA,2003,2003-04,0.00,0.00,0
583,cotton,North Waziristan Agency,FATA,2003,2003-04,0.00,0.00,0
584,cotton,Orakzai Agency,FATA,2003,2003-04,0.00,0.00,0
585,cotton,South Waziristan Agency,FATA,2003,2003-04,0.00,0.00,0
586,cotton,Islamabad,FEDERAL,2003,2003-04,0.00,0.00,0
587,cotton,Astore,GILGIT BALTISTAN,2003,2003-04,0.00,0.00,0
588,cotton,Baltistan,GILGIT BALTISTAN,2003,2003-04,0.00,0.00,0
589,cotton,Diamir,GILGIT BALTISTAN,2003,2003-04,0.00,0.00,0
590,cotton,Ghanche,GILGIT BALTISTAN,2003,2003-04,0.00,0.00,0
591,cotton,Ghizer,GILGIT BALTISTAN,2003,2003-04,0.00,0.00,0
592,cotton,Gilgit,GILGIT BALTISTAN,2003,2003-04,0.00,0.00,0
593,cotton,Abbottabad,KPK,2003,2003-04,0.00,0.00,0
594,cotton,Bannu,KPK,2003,2003-04,0.00,0.00,0
595,cotton,Battagram,KPK,2003,2003-04,0.00,0.00,0
596,cotton,Buner,KPK,2003,2003-04,0.00,0.00,0
597,cotton,Charsadda,KPK,2003,2003-04,0.00,0.00,0
598,cotton,Chitral,KPK,2003,2003-04,0.00,0.00,0
599,cotton,Dera Ismail Khan,KPK,2003,2003-04,2.00,5.00,425
600,cotton,Hangu,KPK,2003,2003-04,0.00,0.00,0
601,cotton,Haripur,KPK,2003,2003-04,0.00,0.00,0
602,cotton,Karak,KPK,2003,2003-04,0.00,0.00,0
603,cotton,Kohat,KPK,2003,2003-04,0.00,0.00,0
604,cotton,Kohistan,KPK,2003,2003-04,0.00,0.00,0
605,cotton,Lakki Marwat,KPK,2003,2003-04,0.00,0.00,0
606,cotton,Lower Dir,KPK,2003,2003-04,0.00,0.00,0
607,cotton,Malakand,KPK,2003,2003-04,0.00,0.00,0
608,cotton,Mansehra,KPK,2003,2003-04,0.00,0.00,0
609,cotton,Mardan,KPK,2003,2003-04,0.00,0.00,0
610,cotton,Nowshera,KPK,2003,2003-04,0.00,0.00,0
611,cotton,Peshawar,KPK,2003,2003-04,0.00,0.00,0
612,cotton,Shangla,KPK,2003,2003-04,0.00,0.00,0
613,cotton,Swabi,KPK,2003,2003-04,0.00,0.00,0
614,cotton,Swat,KPK,2003,2003-04,0.00,0.00,0
615,cotton,Tank,KPK,2003,2003-04,0.00,0.00,0
616,cotton,Upper Dir,KPK,2003,2003-04,0.00,0.00,0
617,cotton,Attock,PUNJAB,2003,2003-04,0.00,0.00,0
618,cotton,Bahawalnagar,PUNJAB,2003,2003-04,198.70,628.78,538
619,cotton,Bahawalpur,PUNJAB,2003,2003-04,279.23,994.93,606
620,cotton,Bhakkar,PUNJAB,2003,2003-04,2.02,5.34,449
621,cotton,Chakwal,PUNJAB,2003,2003-04,0.00,0.00,0
622,cotton,Chiniot,PUNJAB,2003,2003-04,0.00,0.00,0
623,cotton,Dera Ghazi Khan,PUNJAB,2003,2003-04,99.55,375.80,642
624,cotton,Faisalabad,PUNJAB,2003,2003-04,36.02,73.24,346
625,cotton,Gujranwala,PUNJAB,2003,2003-04,0.00,0.00,0
626,cotton,Gujrat,PUNJAB,2003,2003-04,0.00,0.00,0
627,cotton,Hafizabad,PUNJAB,2003,2003-04,0.00,0.00,0
628,cotton,Jhang,PUNJAB,2003,2003-04,48.56,103.21,361
629,cotton,Jhelum,PUNJAB,2003,2003-04,0.40,0.37,157
630,cotton,Kasur,PUNJAB,2003,2003-04,8.90,12.81,245
631,cotton,Khanewal,PUNJAB,2003,2003-04,192.22,661.48,585
632,cotton,Khushab,PUNJAB,2003,2003-04,0.40,0.45,191
633,cotton,Lahore,PUNJAB,2003,2003-04,0.00,0.00,0
634,cotton,Layyah,PUNJAB,2003,2003-04,36.83,74.54,344
635,cotton,Lodhran,PUNJAB,2003,2003-04,204.36,831.20,691
636,cotton,Mandi Bahauddin,PUNJAB,2003,2003-04,2.43,2.96,207
637,cotton,Mianwali,PUNJAB,2003,2003-04,2.83,6.71,403
638,cotton,Multan,PUNJAB,2003,2003-04,188.98,622.92,560
639,cotton,Muzaffargarh,PUNJAB,2003,2003-04,205.58,625.62,517
640,cotton,Nankana Sahib,PUNJAB,2003,2003-04,0.00,0.00,0
641,cotton,Narowal,PUNJAB,2003,2003-04,0.00,0.00,0
642,cotton,Okara,PUNJAB,2003,2003-04,8.09,14.61,307
643,cotton,Pakpattan,PUNJAB,2003,2003-04,33.59,63.02,319
644,cotton,Rahim Yar Khan,PUNJAB,2003,2003-04,308.77,820.23,452
645,cotton,Rajanpur,PUNJAB,2003,2003-04,168.35,675.34,682
646,cotton,Rawalpindi,PUNJAB,2003,2003-04,0.00,0.00,0
647,cotton,Sahiwal,PUNJAB,2003,2003-04,84.17,167.41,338
648,cotton,Sargodha,PUNJAB,2003,2003-04,6.88,6.96,172
649,cotton,Sheikhupura,PUNJAB,2003,2003-04,0.40,0.30,128
650,cotton,Sialkot,PUNJAB,2003,2003-04,0.00,0.00,0
651,cotton,Toba Tek Singh,PUNJAB,2003,2003-04,38.85,90.53,396
652,cotton,Vehari,PUNJAB,2003,2003-04,230.67,843.24,621
653,cotton,Badin,SINDH,2003,2003-04,2.40,8.10,574
654,cotton,Dadu,SINDH,2003,2003-04,4.72,21.67,780
655,cotton,Ghotki,SINDH,2003,2003-04,116.50,388.00,566
656,cotton,Hyderabad,SINDH,2003,2003-04,5.16,24.40,803
657,cotton,Jacobabad,SINDH,2003,2003-04,0.00,0.00,0
658,cotton,Jamshoro,SINDH,2003,2003-04,6.48,29.73,780
659,cotton,Karachi,SINDH,2003,2003-04,0.00,0.00,0
660,cotton,Kashmore,SINDH,2003,2003-04,8.40,26.80,542
661,cotton,Khairpur,SINDH,2003,2003-04,70.20,269.40,652
662,cotton,Larkana,SINDH,2003,2003-04,5.80,19.70,577
663,cotton,Matiari,SINDH,2003,2003-04,24.99,118.05,803
664,cotton,Mirpur Khas,SINDH,2003,2003-04,56.20,248.30,751
665,cotton,Naushahro Feroze,SINDH,2003,2003-04,33.70,132.00,666
666,cotton,Qambar Shahdadkot,SINDH,2003,2003-04,0.00,0.00,0
667,cotton,Sanghar,SINDH,2003,2003-04,104.30,442.20,721
668,cotton,Shaheed Benazirabad,SINDH,2003,2003-04,65.80,295.70,764
669,cotton,Shikarpur,SINDH,2003,2003-04,5.00,16.70,568
670,cotton,Sukkur,SINDH,2003,2003-04,32.90,114.10,590
671,cotton,Tando Allahyar,SINDH,2003,2003-04,14.85,70.15,803
672,cotton,Tando Muhammad Khan,SINDH,2003,2003-04,3.30,15.60,803
673,cotton,Tharparkar,SINDH,2003,2003-04,0.20,0.50,425
674,cotton,Thatta,SINDH,2003,2003-04,0.50,1.70,578
675,cotton,Umerkot,SINDH,2003,2003-04,0.00,0.00,0
676,cotton,Bagh,AJK,2004,2004-05,0.00,0.00,0
677,cotton,Bhimber,AJK,2004,2004-05,0.00,0.00,0
678,cotton,Hattian,AJK,2004,2004-05,0.00,0.00,0
679,cotton,Haveli,AJK,2004,2004-05,0.00,0.00,0
680,cotton,Kotli,AJK,2004,2004-05,0.00,0.00,0
681,cotton,Mirpur,AJK,2004,2004-05,0.00,0.00,0
682,cotton,Muzaffarabad,AJK,2004,2004-05,0.00,0.00,0
683,cotton,Neelam,AJK,2004,2004-05,0.00,0.00,0
684,cotton,Poonch,AJK,2004,2004-05,0.00,0.00,0
685,cotton,Sudhnoti,AJK,2004,2004-05,0.00,0.00,0
686,cotton,Awaran,BALOCHISTAN,2004,2004-05,0.50,1.50,510
687,cotton,Barkhan,BALOCHISTAN,2004,2004-05,2.10,5.50,445
688,cotton,Bolan,BALOCHISTAN,2004,2004-05,1.80,4.40,416
689,cotton,Chagai,BALOCHISTAN,2004,2004-05,1.60,3.90,414
690,cotton,Dera Bugti,BALOCHISTAN,2004,2004-05,0.80,2.00,425
691,cotton,Gwadar,BALOCHISTAN,2004,2004-05,0.00,0.00,0
692,cotton,Jafarabad,BALOCHISTAN,2004,2004-05,2.50,6.30,428
693,cotton,Jhal Magsi,BALOCHISTAN,2004,2004-05,1.10,2.60,402
694,cotton,Kalat,BALOCHISTAN,2004,2004-05,0.00,0.00,0
695,cotton,Kech,BALOCHISTAN,2004,2004-05,0.00,0.00,0
696,cotton,Kharan,BALOCHISTAN,2004,2004-05,2.10,5.20,421
697,cotton,Khuzdar,BALOCHISTAN,2004,2004-05,13.20,33.00,425
698,cotton,Kohlu,BALOCHISTAN,2004,2004-05,0.90,2.20,416
699,cotton,Lasbela,BALOCHISTAN,2004,2004-05,3.90,10.50,458
700,cotton,Loralai,BALOCHISTAN,2004,2004-05,0.60,1.50,425
701,cotton,Mastung,BALOCHISTAN,2004,2004-05,0.00,0.00,0
702,cotton,Musakhel,BALOCHISTAN,2004,2004-05,0.10,0.30,510
703,cotton,Nasirabad,BALOCHISTAN,2004,2004-05,2.80,7.00,425
704,cotton,Nushki,BALOCHISTAN,2004,2004-05,0.00,0.00,0
705,cotton,Panjgur,BALOCHISTAN,2004,2004-05,0.00,0.00,0
706,cotton,Pishin,BALOCHISTAN,2004,2004-05,0.00,0.00,0
707,cotton,Qilla Abdullah,BALOCHISTAN,2004,2004-05,0.00,0.00,0
708,cotton,Qilla Saifullah,BALOCHISTAN,2004,2004-05,0.10,0.20,340
709,cotton,Quetta,BALOCHISTAN,2004,2004-05,0.00,0.00,0
710,cotton,Sibi,BALOCHISTAN,2004,2004-05,3.00,8.00,453
711,cotton,Zhob,BALOCHISTAN,2004,2004-05,0.00,0.00,0
712,cotton,Ziarat,BALOCHISTAN,2004,2004-05,0.00,0.00,0
713,cotton,Disputed Area,DISPUTED AREA,2004,2004-05,0.00,0.00,0
714,cotton,Bajaur Agency,FATA,2004,2004-05,0.00,0.00,0
715,cotton,Khyber Agency,FATA,2004,2004-05,0.00,0.00,0
716,cotton,Kurrum Agency,FATA,2004,2004-05,0.00,0.00,0
717,cotton,Mohmand Agency,FATA,2004,2004-05,0.00,0.00,0
718,cotton,North Waziristan Agency,FATA,2004,2004-05,0.00,0.00,0
719,cotton,Orakzai Agency,FATA,2004,2004-05,0.00,0.00,0
720,cotton,South Waziristan Agency,FATA,2004,2004-05,0.00,0.00,0
721,cotton,Islamabad,FEDERAL,2004,2004-05,0.00,0.00,0
722,cotton,Astore,GILGIT BALTISTAN,2004,2004-05,0.00,0.00,0
723,cotton,Baltistan,GILGIT BALTISTAN,2004,2004-05,0.00,0.00,0
724,cotton,Diamir,GILGIT BALTISTAN,2004,2004-05,0.00,0.00,0
725,cotton,Ghanche,GILGIT BALTISTAN,2004,2004-05,0.00,0.00,0
726,cotton,Ghizer,GILGIT BALTISTAN,2004,2004-05,0.00,0.00,0
727,cotton,Gilgit,GILGIT BALTISTAN,2004,2004-05,0.00,0.00,0
728,cotton,Abbottabad,KPK,2004,2004-05,0.00,0.00,0
729,cotton,Bannu,KPK,2004,2004-05,0.00,0.00,0
730,cotton,Battagram,KPK,2004,2004-05,0.00,0.00,0
731,cotton,Buner,KPK,2004,2004-05,0.00,0.00,0
732,cotton,Charsadda,KPK,2004,2004-05,0.00,0.00,0
733,cotton,Chitral,KPK,2004,2004-05,0.00,0.00,0
734,cotton,Dera Ismail Khan,KPK,2004,2004-05,2.10,5.20,421
735,cotton,Hangu,KPK,2004,2004-05,0.00,0.00,0
736,cotton,Haripur,KPK,2004,2004-05,0.00,0.00,0
737,cotton,Karak,KPK,2004,2004-05,0.00,0.00,0
738,cotton,Kohat,KPK,2004,2004-05,0.00,0.00,0
739,cotton,Kohistan,KPK,2004,2004-05,0.00,0.00,0
740,cotton,Lakki Marwat,KPK,2004,2004-05,0.00,0.00,0
741,cotton,Lower Dir,KPK,2004,2004-05,0.00,0.00,0
742,cotton,Malakand,KPK,2004,2004-05,0.00,0.00,0
743,cotton,Mansehra,KPK,2004,2004-05,0.00,0.00,0
744,cotton,Mardan,KPK,2004,2004-05,0.00,0.00,0
745,cotton,Nowshera,KPK,2004,2004-05,0.00,0.00,0
746,cotton,Peshawar,KPK,2004,2004-05,0.00,0.00,0
747,cotton,Shangla,KPK,2004,2004-05,0.00,0.00,0
748,cotton,Swabi,KPK,2004,2004-05,0.00,0.00,0
749,cotton,Swat,KPK,2004,2004-05,0.00,0.00,0
750,cotton,Tank,KPK,2004,2004-05,0.00,0.00,0
